id,text,class,sentiment,label
1048,"Very good consultant... good service and friendly doctor… Thank you Dr Khairusalleh
Also thanks to all nurse for helping my daughter during treatment… Against Thank you very much to HPAK for good service.",,,1Positive#Staff#Treatment
1049,"Everything is good and thanks to Datuk Dr. Izham and the Nurses.
Customer service is good by Ms. Sharon.",,,1Positive#Staff
1050,"My daughter had a great stay in this hospital! The doctors and nurses are very caring, helpful and informative.The services provided are excellent! They really took a great care of my doughter recovering.Thank you very much to each one of you and forever thankful! Keep up the great work!",,,1Positive#Staff#Treatment
1051,"So far I satified with their service especially dr abu bakar and the nurse at surgical ward
They are very goods, polite and dedicated with their patient.",,,1Positive#Staff
1052,"Thank you for your good service staff nurse Nurul Ain , Radhiyatul Aini, Nursuhaili, Nur farah Izzah and others . To our awesome Doctor Dr. Hayati, thank you so much",,,1Positive#Staff
1053,"Very well taken care during my stay here and the comfort and professionalism services given from the staffs here, especially Dr Lim Kien Chien explaining the whole process I'll be experiencing before, during and after was very comforting. My deepest sincererity gratitude towards him and thank you so much.",,,1Positive#Staff#Treatment
1054,"Thank you Dr Amuda and staff for the efficient service.
Medical check-up today at Health Screening centre.Thank you all the staff..",,,1Positive#Staff
1055,thank you  Dr Fabian and all the nurses for the good care and service.,,,1Positive#Staff
1056,"Dr Khaw are great and all the nurse are great.
Thanks specially to, Hospital Attendant Abdul Rani, Nurhaslinda and nurse, …",,,1Positive#Staff
1057,"Thanks to all nurses, especially Chi and Aqidah for taking good care of me and my baby.  Overall, all nurses are very good but I cant recall their name. Thank you Labour Room and O and G nurses!",,,1Positive#Staff
1058,Special Thank to Datin Mrs Athi and pantai peads nurses team for keeping us in comfort during our days in hospital Keep it up !,,,1Positive#Staff
1059,"Love the experience here in pantai hospital. Under Dr Hanisah my obstetrician; Dr Lim By peadiatrician, and all the staff nurse in labour room, ward and nursery. The best care !",,,1Positive#Facilities#Staff
1060,Dr chee and all the all very good. Thank you to rekha also always give me positive response when ever im down .,,,1Positive#Staff
1061,"Thanks to Dr.Vishnu, Dr. Hayati and lovely nurses who have given the entire comfort and care during the stay!",,,1Positive#Staff
1062,"Superb services from Obstetrics and Gynaecology department. I love the way Dr Idayu handled the situation and attended me. Thanks to all nurses from Labour room, Obstetrics and Gynaecology ward especially to chi chu bee, shahanim, syamsul azlina for supporting me from the start until deliver baby. And yes, the services all good from Obstetrics and Gynaecology department.",,,1Positive#Staff#Treatment
1063,"The doctors and nurses are very caring, helpful and informative. I'm so grateful to have the opportunity to be treated by each one of them. The services provided are excellent. Thank you.",,,1Positive#Treatment
1064,Thank you Dr Yeow Chai and Dr Chow and Anaesthetist Doctor and team for the professional service and also to all the wonderful nurses and all the other staff for the good and friendly staff.,,,1Positive#Staff
1065,"Thank you for excellent service provided from the entire team, which include registration, admission, emergency department, food provider, nurses in ICU aand also the doctor! Really appreciate for the good hospitality provided.",,,1Positive#Appointments#Facilities#Staff#Treatment
1066,"Thank you to Dr hanisah (Obstetrics and Gynaecology consultant), thank you to labor room staff and Obstetrics and Gynaecology ward all staff here. They are very kind and friendly. Thank you for excellent service for me and baby. May god bless you all. Stay safe and may you all stay healthy.",,,1Positive#Staff
1067,"Thank you so much Hospital Pantai for the good services. Especially Dr Lim By and the nurses, Ms Jessica, Ms NorKhatijah, Ms NorAlia and Ms Nazurah. Customer service Ms Sharon so nice and the food is delicious. Imaan Raysaa my daughter is satisfied",,,1Positive#Facilities#Staff
1068,Thanks to Datuk Dr Pang for the excellent service and also to all the nurses especially staff nurse Nor Hidayah for taking good care of me while I am in the ward.,,,1Positive#Staff
1069,"Good Service for all nurses especially
Ms Nazurah nice explanation in detail …",,,1Positive#Staff
1070,Thank you Dr vincent and all the nurse for the good service,,,1Positive#Staff
1071,Thank you Dr Ravikumar for the excellent service and also all the nurses who are friendly and helpful.The food is delicious and the room is very comfortable.Thanks alot.,,,1Positive#Facilities#Staff
1072,Thank you to the doctor Dr Ahmad Riaz and all nurse who help me and care for me.,,,1Positive#Staff
1073,"Thanks to doctors Ravikumar , and all  nurses who give good service with too polite and friendly service",,,1Positive#Staff
1074,"All staffs from Emergency Department, Admission Counter to Ward staffs are friendly.
Foods are good. Wouldn't want to say recommend for a stay but if need medical assistance I think this is where I would first be heading.",,,1Positive#Facilities#Staff
1075,The doctor and nurses here are very nice. They are taking care of us. My mother was the patient here and she was very satisfy of the services here. Good service and keep it up! Thank you!,,,1Positive#Staff
1076,Thank you Dr Vishnu and all the nurses for the good service to me and my baby.,,,1Positive#Staff
1077,"Thanks for Datuk Dr Nor Izham Aziz, his service, well managed and good advice much reduce pressure for the patient and family too. And also so do Dr.Ma good advisor too..Besides, nurses especially ICU or HDU provided good caring on my mom so. Good Housekeeping. thank you",,,1Positive#Facilities#Staff
1078,"Dr Low Teck Seng who given very good explanation. Such a humble and polite doctor . I'm very comfortable with Dr Low TS , Nurses all friendly, fast respond to all my request. Thank you to all staff phak",,,1Positive#Staff
1079,"Big shoutout to all the nurses in surgical ward 2B for their tender care! Also, to Dr Chee Wee Liam who did the surgery for me fixing the prolapsed disc in my neck. It was a long but warm stay in Pantai Hospital! Thank you, everyone!",,,1Positive#Staff#Treatment
1080,"Following up consultation with Dr Lai.
Dr and nurses are all good and friendly.",,,1Positive#Staff
1081,I wish my thanks to Dr Tay mok heang and all staff nurse who give me treatment  well...thank you again.,,,1Positive#Staff#Treatment
1082,All staff at Pantai Medical centre melaka were very attentive and caring. A special thanks to Datuk Dr. Fuad and staff of ward 306 who took good care of me when i was admitted there.,,,1Positive#Staff
1083,Thank you all the nurses and Dr.Vincent for the good service,,,1Positive#Staff
1084,"Had an eye check up with Dr Kavitha today. She is very friendly and compassionate. Her treatment was good and most importantly it cured The Eye problem.
I will definitely look her up again in the future.",,,1Positive#Staff#Treatment
1085,"Thanks to dr Vincent and his team Siti nadzirah, nurul asikin and noorsohaila for their professionalism and care",,,1Positive#Staff
1086,"Thanks to Dr Idayu and Nursing team Mdn Chi,  and Shuadah and Nur Fai'zun who assist at labour room. Beside this,  thanks to Ms Tan and all the ladies who help and teach on new born mummy. Thanks a lot…",,,1Positive#Staff
1087,Thanks to Dr Vishnu and all the nurses.Special thanks to student nurse Kathline for her caring service for my sister Kalpana in room 202A.She is very helpful and compassion in her work.,,,1Positive#Staff
1088,Thk doctor muven and all the nurses for the good service,,,1Positive#Staff
1089,"Very good services from doctor and all staff especially from Dr. Norhanisah, SN chi chu bee and all staff from labor room and all staff from Obstetrics and Gynaecology ward.",,,1Positive#Staff
1090,most gratitude to dr idayu. She is very happening  and certain in decision which i really like. Not forgotten kudos to this two staff nurse Nursyafiqah and tan huay xin. Both really comforting and helpful. Thankyou all!,,,1Positive#Staff
1091,"Best Doctor , Dr Hanisah and Best Nurses here. They help us a lot. My Wife and son was been treated nicely by all of them. Obstetrics and Gynaecology Pantai Hospital was highly recommended by me. For those who want to get service regarding maternity and others gynae issue, you can seek a treatment or advised from Dr Hanisah. Thank You",,,1Positive#Staff#Treatment
1092,"First of all, thank to Allah i finally just finished going through acl surgery. Hopefully everything will get better. Thank you to dato doctor mohammad fuad for treating me. Thanks to the staff nurse who took care  and kind of friendly to me especially radziah. I hope job performance to be maintained for all time. Thanks",,,1Positive#Staff#Treatment
1093,"excellent service by hospital pantai team
headed by dr yang jin rong - urologist
emergency staffs at entrance, the guards, emergency counter staffs, emergency …",,,1Positive#Staff
1094,"All the services at Pantai Hospital Ayer Keroh are very good! The NURSES give the best care to me .
I would like to thank to my doctor and his nurses in the clinic ",,,1Positive#Staff
1095,"Thanks , dr Riaz & nurse for the good service",,,1Positive#Staff
1096,"Thanks Pantai hospital giving us a good environment , food and services. Really best in town! And special thanks to Doctor Vishnu,he is the greatest and kindness doctor in the world. Wish your all good luck",,,1Positive#Facilities#Staff
1097,Thanks to nurse Nursyafiqah and Chi chu Bee and Dr Vincent and Dr Lim WT for the good service,,,1Positive#Staff
